TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionYear,TransactionMonth,TransactionDay,TransactionHour,TransactionWeekday,DaysSincePrevious,Cluster,Target
183.32,1,33,0,21.0,3,74.0,1.0,137.42,2023,5,10,16,2,-544,1,1
858.88,1,17,2,60.0,1,227.0,1.0,7015.46,2023,8,22,16,1,-440,0,0
11.46,0,37,2,41.0,1,128.0,1.0,2356.71,2023,2,13,16,0,-630,1,1
61.37,1,8,1,75.0,2,164.0,1.0,4294.44,2023,2,6,16,0,-637,0,0
103.08,0,25,1,49.0,1,150.0,1.0,9251.38,2023,2,27,16,0,-616,2,2
1.21,1,1,1,55.0,2,196.0,1.0,7542.74,2023,8,21,17,0,-441,0,0
425.18,0,7,2,26.0,1,172.0,1.0,9880.71,2023,10,4,16,2,-397,2,2
60.96,1,7,0,52.0,2,238.0,1.0,6189.24,2023,10,23,16,0,-378,0,0
64.21,1,29,0,51.0,0,37.0,1.0,12540.18,2023,1,9,16,0,-665,2,2
523.02,1,17,2,53.0,2,83.0,1.0,4586.11,2023,5,19,18,4,-535,0,0
50.26,1,19,1,65.0,2,164.0,1.0,1519.38,2023,11,9,17,3,-361,1,1
110.08,1,11,1,19.0,3,95.0,1.0,1447.26,2023,11,20,17,0,-350,1,1
54.47,0,30,1,23.0,3,34.0,1.0,1131.42,2023,11,13,17,0,-357,1,1
79.76,1,18,2,68.0,0,115.0,1.0,10278.75,2023,4,3,16,0,-581,2,2
16.79,0,11,2,30.0,0,146.0,1.0,535.15,2023,11,6,16,0,-364,1,1
1531.31,1,36,2,18.0,3,62.0,4.0,859.86,2023,10,23,18,0,-378,1,1
68.62,1,29,1,29.0,0,157.0,1.0,13891.47,2023,6,29,16,3,-494,2,2
211.36,1,27,1,20.0,3,280.0,1.0,1545.77,2023,3,13,17,0,-602,1,1
643.38,0,11,2,18.0,3,105.0,1.0,1046.74,2023,11,6,17,0,-364,1,1
328.34,0,36,2,42.0,1,31.0,1.0,2840.45,2023,10,12,16,3,-389,1,1
72.68,1,39,2,69.0,2,44.0,1.0,6216.77,2023,7,21,17,4,-472,0,0
354.76,1,11,1,51.0,0,279.0,1.0,10141.92,2023,5,17,16,2,-537,2,2
793.88,0,20,0,22.0,3,252.0,1.0,1404.06,2023,2,22,16,2,-621,1,1
29.22,1,11,0,27.0,1,69.0,1.0,7795.79,2023,2,27,18,0,-616,0,0
653.97,1,24,1,37.0,1,100.0,1.0,3886.65,2023,10,4,17,2,-397,1,1
366.43,0,32,2,21.0,3,92.0,1.0,1560.45,2023,1,30,16,0,-644,1,1
120.86,1,7,2,33.0,0,162.0,4.0,13566.58,2023,11,16,17,3,-354,2,2
233.74,1,4,2,72.0,2,142.0,1.0,4749.54,2023,2,13,16,0,-630,0,0
471.84,1,33,0,18.0,3,138.0,1.0,1044.33,2023,9,29,17,4,-402,1,1
213.4,0,13,1,73.0,2,100.0,1.0,2012.24,2023,8,14,16,0,-448,1,1
254.21,1,31,0,48.0,1,46.0,1.0,2487.2,2023,5,22,16,0,-532,1,1
577.73,1,38,0,37.0,0,63.0,1.0,14977.99,2023,11,10,16,4,-360,2,2
170.26,1,6,0,27.0,3,265.0,1.0,1969.48,2023,9,25,16,0,-406,1,1
337.73,1,35,2,78.0,2,107.0,4.0,7001.2,2023,5,23,17,1,-531,0,0
330.61,0,26,1,64.0,2,113.0,1.0,2525.25,2023,7,6,16,3,-487,1,1
132.33,0,31,0,35.0,1,47.0,1.0,7457.94,2023,11,10,16,4,-360,0,0
672.74,0,7,1,46.0,1,118.0,1.0,4734.110000000001,2023,8,10,16,3,-452,0,0
74.04,1,22,2,18.0,3,66.0,1.0,1690.23,2023,2,23,18,3,-620,1,1
197.18,1,40,2,28.0,1,135.0,1.0,3114.92,2023,5,9,16,1,-545,1,1
21.15,1,8,1,70.0,2,180.0,1.0,3466.74,2023,11,20,16,0,-350,1,1
218.37,1,15,0,62.0,0,112.0,1.0,9942.24,2023,6,5,16,0,-518,2,2
590.01,1,38,2,29.0,0,140.0,3.0,9791.74,2023,2,6,16,0,-637,2,2
697.82,1,27,2,44.0,1,153.0,1.0,6824.0,2023,11,27,16,0,-343,0,0
302.76,1,34,0,38.0,1,88.0,3.0,8583.39,2023,11,16,17,3,-354,0,0
148.0,1,40,1,20.0,3,35.0,1.0,1488.65,2023,1,23,16,0,-651,1,1
22.26,1,35,1,19.0,3,56.0,1.0,5583.88,2023,1,30,18,0,-644,0,0
0.86,1,7,0,25.0,3,139.0,1.0,1357.22,2023,2,13,17,0,-630,1,1
757.1,1,1,1,65.0,0,203.0,1.0,10553.23,2023,1,23,17,0,-651,2,2
38.81,0,41,2,25.0,3,145.0,1.0,1619.6,2023,4,28,18,4,-556,1,1
76.51,0,23,2,49.0,1,120.0,4.0,9475.4,2023,4,3,16,0,-581,2,2
32.46,1,5,2,31.0,0,10.0,1.0,8656.18,2023,3,10,18,4,-605,0,0
1022.75,0,38,1,62.0,0,158.0,1.0,207.74,2023,1,19,16,3,-655,1,1
20.64,1,5,1,22.0,3,59.0,1.0,949.38,2023,4,20,16,3,-564,1,1
662.11,1,1,1,23.0,3,219.0,1.0,1996.38,2023,2,2,16,3,-641,1,1
288.77,1,20,1,55.0,1,110.0,1.0,8836.51,2023,11,13,16,0,-357,0,0
35.05,1,4,1,30.0,0,105.0,1.0,14330.47,2023,9,27,18,2,-404,2,2
214.73,0,20,0,46.0,0,26.0,1.0,5368.42,2023,11,10,18,4,-360,0,0
25.38,1,21,1,57.0,1,66.0,1.0,8616.05,2023,10,23,16,0,-378,0,0
617.66,1,22,0,41.0,1,40.0,1.0,5906.58,2023,1,30,16,0,-644,0,0
446.39,1,15,0,63.0,2,77.0,1.0,7863.6,2023,12,12,17,1,-328,0,0
377.92,1,33,1,33.0,1,204.0,1.0,2254.71,2023,2,22,17,2,-621,1,1
11.04,1,31,2,30.0,1,43.0,1.0,6983.04,2023,2,13,18,0,-630,0,0
275.46,1,13,0,36.0,0,67.0,1.0,9697.75,2023,7,24,17,0,-469,2,2
179.76,1,30,2,78.0,2,81.0,1.0,5909.52,2023,7,12,16,2,-481,0,0
32.34,1,18,1,44.0,0,45.0,1.0,7847.62,2023,6,21,16,2,-502,0,0
273.92,1,32,1,79.0,2,109.0,1.0,4543.56,2023,7,4,17,1,-489,0,0
375.45,1,13,1,19.0,3,32.0,1.0,1307.23,2023,12,5,17,1,-335,1,1
388.98,1,14,0,23.0,3,155.0,1.0,1819.91,2023,8,21,17,0,-441,1,1
492.84,1,16,0,25.0,3,38.0,1.0,577.67,2023,3,1,17,2,-614,1,1
148.85,1,23,0,57.0,0,25.0,1.0,7802.36,2023,11,29,16,2,-341,0,0
211.36,0,30,1,62.0,2,47.0,5.0,2596.61,2023,4,10,17,0,-574,1,1
391.66,1,13,1,50.0,1,103.0,1.0,2406.31,2023,7,10,17,0,-483,1,1
185.99,0,14,1,41.0,1,53.0,1.0,402.45,2023,4,24,16,0,-560,1,1
322.48,1,17,0,27.0,3,57.0,1.0,1238.43,2023,3,13,16,0,-602,1,1
20.27,1,24,1,18.0,3,22.0,1.0,796.35,2023,12,4,16,0,-336,1,1
280.61,1,23,0,47.0,1,129.0,3.0,7888.76,2023,11,27,16,0,-343,0,0
199.02,1,15,0,61.0,2,269.0,1.0,4658.89,2023,5,29,16,0,-525,0,0
104.23,0,21,2,63.0,2,108.0,1.0,5009.29,2023,10,17,16,1,-384,0,0
353.59,0,27,1,52.0,2,109.0,5.0,1822.34,2023,8,11,17,4,-451,1,1
55.86,1,39,2,39.0,1,68.0,1.0,5346.46,2023,1,23,17,0,-651,0,0
10.77,1,16,0,31.0,0,178.0,1.0,10704.95,2023,3,8,16,2,-607,2,2
95.55,1,21,1,33.0,1,51.0,1.0,2434.74,2023,4,10,16,0,-574,1,1
477.07,1,8,2,27.0,1,278.0,1.0,6568.07,2023,11,27,16,0,-343,0,0
9.1,0,13,2,52.0,2,63.0,1.0,2791.45,2023,3,2,16,3,-613,1,1
21.41,1,21,2,57.0,0,99.0,1.0,658.91,2023,12,4,16,0,-336,1,1
278.28,1,17,1,28.0,3,26.0,1.0,1346.88,2023,10,2,16,0,-399,1,1
388.1,0,20,2,73.0,2,40.0,1.0,3022.12,2023,8,21,18,0,-441,1,1
215.39,1,11,0,27.0,3,216.0,1.0,1582.55,2023,6,21,16,2,-502,1,1
194.37,1,25,0,66.0,0,161.0,1.0,14395.88,2023,4,26,17,2,-558,2,2
37.7,1,24,0,20.0,3,109.0,1.0,1741.1,2023,6,29,16,3,-494,1,1
19.59,1,5,1,64.0,2,122.0,1.0,1061.69,2023,6,16,18,4,-507,1,1
81.35,1,15,2,41.0,1,103.0,1.0,7192.45,2023,1,23,17,0,-651,0,0
314.54,0,41,1,58.0,1,228.0,1.0,9923.45,2023,9,29,16,4,-402,2,2
466.64,1,19,0,58.0,0,11.0,1.0,10915.11,2023,9,4,16,0,-427,2,2
397.01,1,20,0,22.0,3,100.0,1.0,719.52,2023,8,7,17,0,-455,1,1
472.48,1,27,1,55.0,1,87.0,1.0,7128.82,2023,2,27,17,0,-616,0,0
67.15,1,16,2,59.0,0,14.0,1.0,9028.49,2023,11,20,17,0,-350,2,2
102.67,1,0,1,79.0,2,119.0,1.0,4656.94,2023,5,10,17,2,-544,0,0
460.09,0,14,2,35.0,0,146.0,3.0,6990.64,2023,3,6,17,0,-609,0,0
453.49,1,39,1,66.0,0,147.0,1.0,6366.43,2023,1,2,16,0,-672,0,0
267.17,1,39,0,26.0,3,170.0,1.0,1382.62,2023,8,24,16,3,-438,1,1
111.26,1,4,0,66.0,0,43.0,1.0,14350.11,2023,8,18,17,4,-444,2,2
121.17,1,31,0,68.0,0,158.0,1.0,12990.77,2023,12,25,17,0,-315,2,2
213.28,1,23,1,51.0,2,94.0,1.0,4835.91,2023,12,25,18,0,-315,0,0
187.88,1,26,0,60.0,1,180.0,1.0,2154.58,2023,8,10,16,3,-452,1,1
471.88,0,38,2,34.0,0,141.0,1.0,14833.34,2023,10,30,18,0,-371,2,2
83.79,1,26,0,57.0,1,47.0,1.0,5061.3,2023,10,12,16,3,-389,0,0
212.14,1,2,1,72.0,2,105.0,1.0,7225.06,2023,8,14,17,0,-448,0,0
99.16,1,37,2,79.0,2,202.0,1.0,2607.58,2023,2,28,17,1,-615,1,1
839.33,0,21,1,60.0,0,86.0,1.0,11538.97,2023,5,2,16,1,-552,2,2
29.91,0,30,2,76.0,2,43.0,3.0,2834.84,2023,7,31,16,0,-462,1,1
4.24,1,36,2,38.0,1,38.0,1.0,7822.73,2023,4,17,16,0,-567,0,0
50.29,0,33,2,58.0,0,64.0,1.0,7604.9,2023,9,18,16,0,-413,0,0
135.85,1,14,2,57.0,2,269.0,1.0,1480.39,2023,8,3,17,3,-459,1,1
368.53,1,33,1,68.0,0,34.0,1.0,13696.31,2023,4,3,16,0,-581,2,2
17.95,0,34,1,64.0,0,135.0,1.0,12344.9,2023,6,5,17,0,-518,2,2
127.8,0,41,1,31.0,1,47.0,1.0,8630.99,2023,3,2,16,3,-613,0,0
16.73,1,15,2,45.0,1,48.0,1.0,2202.62,2023,2,22,17,2,-621,1,1
317.12,1,13,1,44.0,0,80.0,1.0,14409.74,2023,12,11,16,0,-329,2,2
476.63,1,5,0,79.0,2,115.0,1.0,4894.25,2023,7,25,17,1,-468,0,0
156.58,1,32,1,24.0,3,160.0,1.0,8981.61,2023,9,18,16,0,-413,2,2
55.12,0,15,2,34.0,1,261.0,1.0,3791.99,2023,9,18,16,0,-413,1,1
15.74,1,10,1,27.0,3,38.0,1.0,690.16,2023,1,9,16,0,-665,1,1
353.68,1,19,1,70.0,2,145.0,1.0,6777.12,2023,11,6,16,0,-364,0,0
297.15,1,31,2,76.0,2,178.0,1.0,5449.37,2023,10,12,18,3,-389,0,0
647.85,1,29,1,36.0,0,121.0,1.0,13779.97,2023,12,4,16,0,-336,2,2
75.04,1,12,0,49.0,1,178.0,1.0,9648.6,2023,7,27,17,3,-466,2,2
273.92,1,41,2,28.0,3,35.0,1.0,1029.15,2023,5,8,17,0,-546,1,1
215.8,0,17,1,51.0,2,66.0,1.0,3656.62,2023,5,18,16,3,-536,1,1
963.77,1,21,0,41.0,1,248.0,1.0,6710.51,2023,7,11,16,1,-482,0,0
420.6,1,21,1,26.0,3,55.0,1.0,1778.75,2023,4,17,16,0,-567,1,1
688.36,0,22,1,23.0,3,22.0,1.0,5191.13,2023,6,30,16,4,-493,0,0
285.18,0,34,1,55.0,0,150.0,1.0,14847.97,2023,3,8,16,2,-607,2,2
213.55,1,4,0,63.0,0,15.0,1.0,5238.37,2023,3,30,16,3,-585,0,0
463.11,0,19,1,51.0,0,159.0,1.0,10238.82,2023,9,26,16,1,-405,2,2
150.03,1,8,0,73.0,3,176.0,1.0,7491.42,2023,7,10,16,0,-483,0,0
211.36,1,14,1,51.0,2,131.0,1.0,2116.36,2023,10,9,16,0,-392,1,1
309.56,1,5,2,58.0,0,147.0,1.0,972.04,2023,6,5,17,0,-518,1,1
377.08,0,23,1,26.0,3,71.0,1.0,6430.86,2023,2,15,17,2,-628,0,0
77.25,1,41,1,68.0,0,157.0,1.0,14077.97,2023,12,22,17,4,-318,2,2
146.92,1,32,0,64.0,2,272.0,1.0,3990.6,2023,9,8,16,4,-423,0,0
126.6,1,35,1,22.0,3,146.0,1.0,961.65,2023,5,26,16,4,-528,1,1
101.34,1,4,0,24.0,3,46.0,1.0,703.26,2023,3,3,17,4,-612,1,1
184.97,1,10,1,58.0,0,268.0,1.0,1156.67,2023,6,26,16,0,-497,1,1
451.15,1,7,0,46.0,1,175.0,1.0,1356.47,2023,2,27,16,0,-616,1,1
516.47,0,5,0,25.0,3,94.0,1.0,1305.06,2023,12,21,17,3,-319,1,1
880.04,1,34,0,25.0,3,29.0,1.0,261.97,2023,10,30,18,0,-371,1,1
353.69,1,38,2,45.0,1,163.0,1.0,9500.79,2023,8,22,16,1,-440,2,2
66.69,0,35,1,25.0,3,140.0,1.0,1210.33,2023,11,1,16,2,-369,1,1
95.75,1,20,1,31.0,1,169.0,1.0,337.62,2023,7,12,16,2,-481,1,1
43.91,1,0,2,27.0,3,86.0,1.0,4734.110000000001,2023,8,17,18,3,-445,0,0
98.03,1,12,1,54.0,1,165.0,1.0,6323.45,2023,12,18,18,0,-322,0,0
617.66,1,4,0,42.0,1,128.0,1.0,7155.95,2023,2,16,17,3,-627,0,0
888.57,1,35,2,62.0,2,102.0,1.0,7896.14,2023,6,13,16,1,-510,0,0
107.48,1,29,1,22.0,3,129.0,1.0,591.23,2023,12,4,18,0,-336,1,1
36.57,1,29,0,62.0,2,69.0,1.0,2583.07,2023,8,7,16,0,-455,1,1
575.62,1,28,2,43.0,0,129.0,1.0,234.41,2023,6,12,18,0,-511,1,1
84.89,1,38,0,37.0,1,70.0,1.0,4735.61,2023,5,22,17,0,-532,0,0
832.3,0,2,1,69.0,2,86.0,1.0,4734.110000000001,2023,7,12,16,2,-481,0,0
180.65,1,5,1,22.0,3,38.0,5.0,816.01,2023,12,4,17,0,-336,1,1
7.76,0,19,2,52.0,2,84.0,1.0,7393.11,2023,3,27,17,0,-588,0,0
109.3,1,13,1,56.0,0,27.0,1.0,13510.11,2023,8,2,16,2,-460,2,2
230.08,1,2,2,79.0,2,124.0,1.0,4466.1,2023,5,1,16,0,-553,0,0
361.92,1,11,0,54.0,2,111.0,1.0,7474.31,2023,2,20,16,0,-623,0,0
71.29,1,6,0,68.0,2,55.0,2.0,7225.63,2023,2,2,17,3,-641,0,0
122.45,1,27,1,46.0,0,98.0,1.0,7255.49,2023,1,16,16,0,-658,0,0
642.53,1,23,0,65.0,0,128.0,1.0,11417.91,2023,8,14,16,0,-448,2,2
62.86,1,15,1,25.0,3,31.0,1.0,1040.43,2023,5,8,16,0,-546,1,1
175.21,0,23,0,69.0,0,69.0,1.0,6039.04,2023,12,21,18,3,-319,0,0
168.0,0,40,1,32.0,1,11.0,1.0,3498.58,2023,8,24,16,3,-438,1,1
11.46,1,6,2,67.0,2,73.0,1.0,6628.75,2023,10,9,16,0,-392,0,0
382.07,0,29,1,62.0,0,147.0,1.0,10156.09,2023,6,5,17,0,-518,2,2
13.48,1,19,2,18.0,3,20.0,3.0,521.88,2023,9,20,17,2,-411,1,1
65.32,1,23,0,28.0,3,54.0,1.0,9165.02,2023,11,2,16,3,-368,2,2
83.07,1,24,1,27.0,1,291.0,4.0,6704.76,2023,1,6,16,4,-668,0,0
730.1,0,6,1,77.0,2,93.0,1.0,6384.05,2023,7,25,18,1,-468,0,0
85.31,1,18,0,62.0,2,27.0,1.0,6095.65,2023,12,11,16,0,-329,0,0
726.61,1,31,0,18.0,3,277.0,1.0,1008.76,2023,11,3,16,4,-367,1,1
130.4,1,33,1,45.0,1,63.0,1.0,4381.24,2023,4,3,16,0,-581,0,0
68.1,1,25,0,20.0,3,47.0,1.0,1382.8,2023,1,2,16,0,-672,1,1
65.26,1,34,1,26.0,3,72.0,1.0,7380.63,2023,12,8,17,4,-332,0,0
191.62,1,17,1,63.0,0,51.0,1.0,1981.67,2023,7,28,17,4,-465,1,1
212.88,1,14,2,39.0,0,122.0,1.0,7036.72,2023,5,19,18,4,-535,0,0
88.38,1,41,0,30.0,1,138.0,1.0,3707.82,2023,1,17,16,1,-657,1,1
48.77,1,2,2,42.0,1,51.0,1.0,2040.16,2023,6,15,17,3,-508,1,1
289.1,1,3,0,27.0,3,206.0,1.0,4734.110000000001,2023,7,11,16,1,-482,0,0
390.09,1,12,2,26.0,1,49.0,1.0,2617.23,2023,10,9,16,0,-392,1,1
48.29,1,36,2,37.0,1,242.0,1.0,8883.4,2023,9,25,17,0,-406,0,0
333.83,1,14,0,63.0,2,135.0,1.0,1660.66,2023,7,31,17,0,-462,1,1
1074.29,1,32,1,67.0,2,79.0,1.0,2011.6,2023,1,5,16,3,-669,1,1
100.27,1,24,2,79.0,2,51.0,1.0,4309.9,2023,7,10,17,0,-483,0,0
44.54,1,35,0,31.0,1,164.0,1.0,362.4,2023,10,16,16,0,-385,1,1
1156.18,0,31,1,52.0,0,40.0,1.0,836.69,2023,9,21,16,3,-410,1,1
82.17,1,13,1,28.0,3,21.0,1.0,1913.06,2023,12,18,18,0,-322,1,1
1045.45,1,3,2,19.0,3,150.0,1.0,563.46,2023,10,30,16,0,-371,1,1
447.42,1,5,2,32.0,1,65.0,1.0,6133.22,2023,12,18,16,0,-322,0,0
590.26,0,2,1,25.0,3,48.0,1.0,1068.28,2023,6,19,16,0,-504,1,1
192.73,1,25,1,71.0,2,157.0,1.0,2037.75,2023,10,16,16,0,-385,1,1
146.01,1,37,2,26.0,3,269.0,1.0,221.79,2023,4,25,16,1,-559,1,1
136.05,1,1,2,24.0,3,63.0,3.0,1127.54,2023,1,23,16,0,-651,1,1
11.57,0,27,1,56.0,2,64.0,1.0,2061.61,2023,12,20,16,2,-320,1,1
102.34,1,35,2,51.0,0,78.0,1.0,4734.110000000001,2023,5,18,16,3,-536,0,0
7.82,1,4,0,36.0,1,273.0,1.0,2240.49,2023,1,9,17,0,-665,1,1
79.43,1,9,0,74.0,2,72.0,1.0,6579.37,2023,7,24,17,0,-469,0,0
386.97,1,33,1,58.0,2,137.0,1.0,1876.35,2023,1,31,16,1,-643,1,1
51.22,1,14,1,23.0,3,82.0,1.0,1664.59,2023,6,29,16,3,-494,1,1
256.05,1,26,0,54.0,2,35.0,1.0,6910.18,2023,6,7,16,2,-516,0,0
7.79,1,20,1,34.0,0,298.0,1.0,1319.85,2023,6,16,17,4,-507,1,1
233.71,1,21,1,63.0,0,11.0,1.0,6095.5,2023,10,3,17,1,-398,0,0
176.37,1,4,1,55.0,2,126.0,1.0,2420.86,2023,1,16,16,0,-658,1,1
122.63,1,25,1,21.0,3,153.0,1.0,359.06,2023,4,20,18,3,-564,1,1
86.41,1,14,0,75.0,2,125.0,1.0,3128.71,2023,3,27,17,0,-588,1,1
21.57,1,37,0,54.0,2,71.0,1.0,7587.48,2023,10,26,16,3,-375,0,0
82.67,1,25,1,26.0,3,46.0,1.0,290.59,2023,8,25,16,4,-437,1,1
451.35,0,3,1,47.0,1,112.0,1.0,7707.96,2023,9,5,18,1,-426,0,0
299.42,0,38,1,63.0,2,53.0,1.0,4735.41,2023,1,2,16,0,-672,0,0
543.47,1,20,0,18.0,3,122.0,1.0,6165.03,2023,8,14,17,0,-448,0,0
346.76,0,38,1,21.0,3,116.0,1.0,1637.75,2023,12,29,16,4,-311,1,1
47.48,1,12,1,24.0,3,66.0,1.0,585.52,2023,2,20,16,0,-623,1,1
64.92,1,1,1,58.0,1,236.0,1.0,5481.76,2023,5,19,18,4,-535,0,0
350.72,0,14,0,28.0,3,48.0,1.0,1982.9,2023,8,2,16,2,-460,1,1
3.8,1,5,2,65.0,0,174.0,1.0,5766.96,2023,8,1,16,1,-461,0,0
22.54,1,12,2,26.0,1,42.0,1.0,7139.11,2023,8,29,16,1,-433,0,0
767.14,0,23,1,62.0,2,38.0,1.0,4732.57,2023,1,2,16,0,-672,0,0
167.47,1,34,0,35.0,1,103.0,1.0,2293.13,2023,12,1,17,4,-339,1,1
43.65,0,5,1,30.0,1,212.0,1.0,2870.67,2023,10,30,16,0,-371,1,1
391.08,1,14,2,56.0,3,105.0,1.0,6885.16,2023,4,28,17,4,-556,0,0
390.77,1,32,2,44.0,0,34.0,1.0,5500.56,2023,10,30,16,0,-371,0,0
508.16,1,23,0,39.0,1,131.0,1.0,5609.44,2023,3,28,18,1,-587,0,0
36.76,1,30,2,65.0,2,108.0,1.0,1228.93,2023,4,10,16,0,-574,1,1
332.33,1,18,0,27.0,3,101.0,1.0,192.63,2023,6,20,17,1,-503,1,1
362.09,1,27,1,32.0,1,31.0,1.0,6590.28,2023,2,27,16,0,-616,0,0
42.58,1,38,2,30.0,0,80.0,1.0,13485.0,2023,2,6,16,0,-637,2,2
122.35,1,1,1,53.0,2,188.0,1.0,6472.5,2023,4,12,17,2,-572,0,0
248.66,1,6,2,28.0,1,113.0,1.0,2571.39,2023,2,3,17,4,-640,1,1
461.25,0,34,2,54.0,0,171.0,1.0,676.1,2023,8,28,17,0,-434,1,1
61.77,1,5,1,56.0,0,49.0,1.0,12352.2,2023,9,28,17,3,-403,2,2
268.92,1,6,1,29.0,1,148.0,1.0,8765.38,2023,8,14,16,0,-448,0,0
303.97,1,13,2,24.0,3,77.0,5.0,1590.88,2023,2,2,16,3,-641,1,1
219.02,0,36,2,54.0,1,68.0,1.0,7375.73,2024,1,1,16,0,-308,0,0
125.14,1,3,1,20.0,3,31.0,1.0,1845.18,2023,8,28,17,0,-434,1,1
47.6,1,2,2,53.0,1,115.0,1.0,1382.51,2023,2,23,18,3,-620,1,1
592.82,1,22,2,74.0,2,248.0,1.0,7508.98,2023,9,14,17,3,-417,0,0
372.5,1,26,0,22.0,3,211.0,1.0,3901.82,2023,10,16,18,0,-385,1,1
4.72,1,13,1,32.0,1,20.0,1.0,4792.01,2023,4,17,16,0,-567,0,0
144.93,1,14,1,42.0,1,74.0,1.0,6887.52,2023,5,16,16,1,-538,0,0
316.56,1,10,2,28.0,1,261.0,1.0,8643.51,2023,8,29,18,1,-433,0,0
9.18,1,37,2,22.0,3,140.0,1.0,887.32,2023,7,6,18,3,-487,1,1
421.25,1,13,2,25.0,3,66.0,1.0,7174.69,2023,1,5,16,3,-669,0,0
185.71,1,41,1,48.0,1,194.0,1.0,2679.91,2023,8,7,16,0,-455,1,1
1432.02,1,21,1,60.0,2,138.0,1.0,4315.07,2023,9,8,17,4,-423,0,0
26.27,0,32,2,45.0,1,177.0,1.0,8853.93,2023,3,17,16,4,-598,0,0
297.03,1,2,2,61.0,2,151.0,1.0,1088.62,2023,9,8,17,4,-423,1,1
341.67,1,29,1,53.0,2,96.0,5.0,1442.29,2023,3,6,16,0,-609,1,1
99.52,1,36,0,52.0,1,127.0,1.0,3798.09,2023,4,10,17,0,-574,1,1
881.1,1,31,1,28.0,3,16.0,1.0,9951.68,2023,11,13,16,0,-357,2,2
139.69,1,16,2,52.0,1,180.0,1.0,9567.94,2023,6,15,17,3,-508,2,2
42.72,1,26,0,37.0,1,143.0,1.0,4734.110000000001,2023,8,17,16,3,-445,0,0
112.72,1,42,1,31.0,0,17.0,1.0,9630.0,2023,3,27,16,0,-588,2,2
568.88,1,26,1,19.0,3,105.0,1.0,1307.86,2023,2,10,16,4,-633,1,1
189.03,1,28,0,28.0,3,50.0,1.0,1916.46,2023,4,20,17,3,-564,1,1
199.8,1,11,0,20.0,3,163.0,1.0,4734.110000000001,2023,7,24,16,0,-469,0,0
189.08,1,24,1,68.0,0,238.0,1.0,10790.8,2023,3,13,16,0,-602,2,2
958.9,1,22,1,31.0,1,135.0,1.0,9977.49,2023,7,4,16,1,-489,2,2
409.59,1,0,2,35.0,0,50.0,1.0,14563.02,2023,3,20,16,0,-595,2,2
349.34,0,16,0,28.0,3,112.0,1.0,614.14,2023,1,9,16,0,-665,1,1
283.15,1,3,2,24.0,3,180.0,1.0,603.79,2023,8,11,16,4,-451,1,1
151.82,1,6,0,51.0,2,105.0,1.0,2197.12,2023,7,17,16,0,-476,1,1
438.59,1,38,2,37.0,1,103.0,1.0,8994.39,2023,10,30,17,0,-371,2,2
590.57,1,25,0,79.0,3,93.0,1.0,3224.6,2023,6,28,16,2,-495,1,1
63.74,1,6,2,63.0,2,31.0,1.0,4336.4,2023,1,2,16,0,-672,0,0
77.02,0,24,2,59.0,3,132.0,1.0,800.83,2023,8,17,16,3,-445,1,1
501.15,1,31,1,47.0,1,208.0,1.0,8821.84,2023,8,21,18,0,-441,0,0
917.81,1,18,0,64.0,2,75.0,2.0,3173.17,2023,8,30,18,2,-432,1,1
8.95,1,28,2,76.0,2,102.0,1.0,3299.84,2023,10,4,16,2,-397,1,1
173.6,1,2,2,21.0,3,160.0,1.0,421.44,2023,11,28,16,1,-342,1,1
149.4,1,6,0,53.0,2,123.0,1.0,1035.22,2023,5,2,16,1,-552,1,1
388.21,0,8,1,53.0,0,237.0,1.0,9724.49,2023,12,19,16,1,-321,2,2
484.3,0,4,2,61.0,2,230.0,3.0,7910.3,2023,10,17,17,1,-384,0,0
126.04,0,5,1,65.0,2,167.0,1.0,6041.69,2023,6,19,16,0,-504,0,0
52.04,0,7,1,50.0,0,31.0,1.0,8436.12,2023,7,27,16,3,-466,0,0
389.7,0,2,1,62.0,0,216.0,1.0,7125.15,2023,3,10,16,4,-605,0,0
161.1,0,24,0,19.0,3,104.0,1.0,239.12,2023,4,10,17,0,-574,1,1
309.77,0,35,2,67.0,2,137.0,1.0,4378.14,2023,5,8,16,0,-546,0,0
838.57,1,31,0,41.0,0,273.0,1.0,4734.110000000001,2023,6,26,16,0,-497,0,0
202.55,1,9,0,21.0,3,34.0,2.0,701.73,2023,11,14,18,1,-356,1,1
724.18,1,13,1,41.0,0,134.0,1.0,10922.78,2023,2,6,16,0,-637,2,2
124.98,1,42,0,24.0,3,78.0,1.0,642.0,2023,2,21,16,1,-622,1,1
487.32,1,18,1,52.0,0,164.0,1.0,7707.96,2023,10,19,18,3,-382,0,0
635.91,0,17,1,46.0,0,78.0,1.0,13267.09,2023,11,28,16,1,-342,2,2
205.65,1,15,1,62.0,2,144.0,1.0,3582.16,2023,7,13,16,3,-480,1,1
39.41,1,21,1,25.0,3,132.0,1.0,921.91,2023,11,27,16,0,-343,1,1
254.0,1,26,1,35.0,0,63.0,1.0,5788.53,2023,5,15,17,0,-539,0,0
436.8,1,15,1,36.0,1,213.0,1.0,4515.43,2023,11,16,16,3,-354,0,0
224.73,1,24,1,76.0,2,63.0,1.0,7551.89,2023,2,9,16,3,-634,0,0
